id,username,tweet,text_clean,waktu,tweet_link
1,Rava Mecca,"Rava Mecca Rava Mecca @rmecca_ · @rmecca_ Sebagai makhluk kecil, capung juga menghadapi banyak tantangan:

-Kehilangan habitat akibat urbanisasi.
- Pencemaran air , karena capung membutuhkan lingkungan  air  bersih untuk bertelur.
-Perubahan iklim yang mengganggu siklus hidup mereka.

Mari lindungi mereka dengan menjaga Show more 1 1 1 25 25 25",rava mecca rava mecca  makhluk capung hadap tantang hilang habitat akibat urbanisasi cemar air capung butuh lingkung air bersih telur ubah iklim ganggu siklus hidup mari lindung jaga show more,01-01-2025 06:06,https://x.com/rmecca_/status/1874230586090648046
3,Zurrr,"Zurrr Zurrr @riadizur · Di daerahku di Sumatera, perkebunan Kelapa Sawit dan industri Kelapa Sawit adalah penyebab utama berbagai masalah : kekeringan,  pencemaran air  dan udara, degradasi lahan pertanian dan kualitas tanah, kelangkaan habitat hewan dan tumbuhan, serta perubahan suhu dan iklim daerah. Jejak digital. Jejak digital. @ARSIPAJA · Prabowo:
""Saya kira ke depan kita juga harus tambah tanam kelapa sawit, nggak usah takut apa itu namanya membahayakan, deforestation.
Namanya kelapa sawit ya pohon, ya kan? Benar nggak? Kelapa sawit itu pohon, ada daunnya kan?""   x.com/kompascom/stat… 1 1 1 108 108 108",zurrr zurrr  daerah sumatera kebun kelapa sawit industri kelapa sawit sebab utama kering cemar air udara degradasi lahan tani kualitas tanah langka habitat hewan tumbuh ubah suhu iklim daerah jejak digital jejak digital  prabowo tanam kelapa sawit nggak takut nama bahaya deforestation nama kelapa sawit ya pohon ya nggak kelapa sawit pohon daun xcomkompascomstat,31-12-2024 13:27,https://x.com/riadizur/status/1873979149263704403
5,Toni,"Toni Toni @inotkurniawan · @ARSIPAJA Iya sawit itu pohon. Tapi yg namanya hutan itu pohonnya macem2 dan ga homogen. Sawit lebih cocok disebut kebun. Belum lagi dampak2 negatifnya seperti  pencemaran air , erosi, penurunan unsur hara & penurunan kualitas tanah dalam jangka panjang. Presiden kok kosong  1 1 1 1 1 1 4 4 4 1.1K 1.1K 1.1K",ton ton  iya sawit pohon yg nama hutan pohon macem ga homogen sawit cocok kebun dampak negatif cemar air erosi turun unsur hara turun kualitas tanah jangka presiden kosong k k k,31-12-2024 12:14,https://x.com/inotkurniawan/status/1873960895543685429
6,Gudangberita.co.id,Gudangberita.co.id Gudangberita.co.id @gudangberita2 · Pencemaran Air  Bersih di Batam: Hendra Asman Tegaskan Kelalaian Fatal BU SPAM dan PT ABH Pencemaran Air Bersih di Batam: Hendra Asman Tegaskan Kelalaian Fatal BU SPAM dan PT ABH - Gudang... 36 36 36,gudangberitacoid gudangberitacoid  cemar air bersih batam hendra asman tegas lalai fatal bu spam pt abh cemar air bersih batam hendra asman tegas lalai fatal bu spam pt abh gudang,28-12-2024 20:34,https://x.com/gudangberita2/status/1872999525138530316
10,memeng 2,"memeng 2 memeng 2 @DambaanA · @DambaanA pendekatan Rasulullah, dan mengerjakan proyek mandiri, karena kita berada di ambang keruntuhan ekonomi, inflasi, epidem,  pencemaran air , makanan, perang, perang bilogis, gempa bumi, gunung berapi, banjir, untuk mengatasinya, dengan izin Allah, di negara negara kita terutama timur 1 1 1 3 3 3 134 134 134",memeng memeng  dekat rasulullah proyek mandiri ambang runtuh ekonomi inflasi epidem cemar air makan perang perang bilogis gempa bumi gunung rap banjir atas izin allah negara negara timur,27-12-2024 03:23,https://x.com/DambaanA/status/1872377632727466026
12,Wity Aryani,"Wity Aryani Wity Aryani @WityAryani · @WityAryani seperti proyek Rempang Eco-City, konflik Wadas,  pencemaran air  karena PSN smelter nikel, dan lainnya. Inilah konsekuensi logis dari penerapan sistem sekuler kapitalisme yang melahirkan kebijakan populis otoriter. #ButuhKepemimpinanIslam #Khilafah 27 27 27",wity aryani wity aryani  proyek rempang ecocity konflik wadas cemar air psn smelter nikel konsekuensi logis terap sistem sekuler kapitalisme lahir bijak populis otoriter,26-12-2024 18:32,https://x.com/WityAryani/status/1872244079872073837
15,Lu ·ᴗ·,"Lu ·ᴗ· Lu ·ᴗ· @_nichtglauben · pencemaran  NaOH yang kita semua lihat~ let's see ke depannya seperti apa. siap-siap aja sih  pencemaran air , udara, tanah. belom lagi pengeroposan struktur yuhu seru sekali! bayangin zatnya menyerap ke dalam tanah aja dulu, diserap tanaman, trus dimakan binatang, kita makan. Radio PRFM Radio PRFM @PRFMnews · 10.45 RT  @usabperning_ @usabperning_ Untuk kendaraan yg menuju jalur Padalarang-cikalong atau sebaliknya   

Silahkan cari alternatif  

Ada truk muatan bahan kimia jenis remover jebol di area sepanjang cikamuning-warungdomba  

Korban kendaraan sudah banyak  Harap hati² 1 1 1 97 97 97",lu  lu  nichtglauben  cemar naoh lihat lets see depan siapsiap aja sih cemar air udara tanah bom keropos struktur yuhu seru bayangin zat serap tanah aja serap tanam trus makan binatang makan radio prfm radio prfm  kendara yg jalur padalarangcikalong silah cari alternatif truk muat bahan kimia jenis remover jebol area cikamuningwarungdomba korban kendara harap hati,26-12-2024 01:00,https://x.com/_nichtglauben/status/1871979458024067401
21,Cince,Cince Cince @menumpahkan · Parody account @menumpahkan trus ada dinas lingkungan yg dtg dalam 1x24 jam ke tkp. besoknya ada tes  pencemaran air  dan tanah. 12 12 12,cince cince  parody account trus dinas lingkung yg dtg x jam tkp besok tes cemar air tanah,25-12-2024 01:58,https://x.com/menumpahkan/status/1871631460077330730
24,ester,"ester ester @mujaerterbang · @humaniesproject Tercemar tentu aja, bahaya buat ekosistem, bahaya buat warga sekitar,  pencemaran air  juga 1.2K 1.2K 1.2K",ester ester  cemar aja bahaya ekosistem bahaya warga cemar air k k k,24-12-2024 21:59,https://x.com/mujaerterbang/status/1871571516531564802
25,nay,"nay nay @nailaasey · @fuadarmzl and and @tilehopper Pencemaran air  kalo smpe kebawa ke sungai, kali dll itu 20 ton loh   terus korosif 2K 2K 2K",nay nay  and and cemar air kalo smpe bawa sungai kali dll ton loh korosif k k k,24-12-2024 21:39,https://x.com/nailaasey/status/1871566250650038600
27,lian⁶¹,lian⁶¹ lian⁶¹ @nominousIly · @tilehopper anjir serem banget  pencemaran air 620 620 620,lian lian  anjir rem banget cemar air,24-12-2024 20:09,https://x.com/nominousIly/status/1871543736616030501
28,lian⁶¹,"lian⁶¹ lian⁶¹ @nominousIly · @convomf ini kalopun dibersiin sm damkar airnya ngalir ke got,  pencemaran air , gimana kalo keminum warga 1 1 1 4.2K 4.2K 4.2K",lian lian  kalo dibersiin sm damkar air ngalir got cemar air gimana kalo minum warga k k k,24-12-2024 20:04,https://x.com/nominousIly/status/1871542365208654188
33,dipta but have mie ayam on the pocket & still warm,"dipta but have mie ayam on the pocket & still warm dipta but have mie ayam on the pocket & still warm @Aquavo_ · Karena  pencemaran air  sama dimakan ikan-ikan kek ikan sapu-sapu kah? Makanya ekosistemnya gak jalan Daf - Kang Cerita, Kang Gambar Daf - Kang Cerita, Kang Gambar @pergijauhkealam · Pagi ini tiba-tiba bersedih karena keinget berita: 1 1 1 1 1 1 47 47 47",dipta but have mie ayam on the pocket still warm dipta but have mie ayam on the pocket still warm  cemar air makan ikanikan kek ikan sapusapu kah ekosistem gak jalan daf kang cerita kang gambar daf kang cerita kang gambar  pagi tibatiba sedih keinget berita,24-12-2024 11:13,https://x.com/Aquavo_/status/1871408906309964141
34,S,S S @esrotonin · Parody account @DieceSunoo setiap harii tuu apa gakk boros bang?  pencemaran air  jugaakk tau bang 10 10 10,s s  parody account hari tuu gakk boros bang cemar air jugaakk tau bang,24-12-2024 09:24,https://x.com/esrotonin/status/1871381464715276726
35,페리 안딕 리아디,페리 안딕 리아디 페리 안딕 리아디 @perand_r · @dinulfadli_ Mungkin in pengaruh dari kondisi lingkungan terutama keadaan bumi yg lgi parah²nya pemanasan global sehuingga si bayi yg kelahiran 2001-2005 langsung terkena efek pemanasan Bumi itu sendiri ditambah polusi udara dan  pencemaran air  sungai jdi penyebabnya. Hanya konsprasi belaka 20 20 20,      r  in pengaruh kondisi lingkung bumi yg lgi parah nya panas global sehuingga si bayi yg lahir langsung kena efek panas bumi tambah polusi udara cemar air sungai jdi sebab konsprasi belaka,23-12-2024 21:19,https://x.com/perand_r/status/1871198881423520254
37,Mocha,"Mocha Mocha @Oryctess · @pergijauhkealam Pencemaran air  yg begitu parah atau karena adanya ikan sapu sapu ,yang jadi musuh ikan lokal karena makanin telur ikan yg menempel di fegetasi perairan ya ? 2 2 2 8 8 8 173 173 173 7.1K 7.1K 7.1K",mocha mocha  cemar air yg parah ikan sapu sapu musuh ikan lokal makanin telur ikan yg tempel fegetasi air ya k k k,23-12-2024 10:18,https://x.com/Oryctess/status/1871032653304250707
38,Sigit Sulistyo,"Sigit Sulistyo Sigit Sulistyo @SigitShul · @SigitShul Kerusakan Lingkungan pun tidak akan terlewati, Investasi di sektor industri atau pembangunan dapat merusak lingkungan, seperti  pencemaran air , udara, dan tanah. Aktivitas konstruksi besar-besaran dapat mengancam ekosistem alami di Sleman. 1 1 1 23 23 23",sigit sulistyo sigit sulistyo  rusa lingkung lewat investasi sektor industri bangun rusak lingkung cemar air udara tanah aktivitas konstruksi besarbesaran ancam ekosistem alami sleman,23-12-2024 08:22,https://x.com/SigitShul/status/1871003297949376920
44,Avatar.Kontemporer,"Avatar.Kontemporer Avatar.Kontemporer @goziafdoli1 · Ga heran kok.  Pencemaran air  tanah tu parah apalagi di daerah pinggiran kaya tempetku. Ya walopun bukan zat pencuci toilet sih, itu problem masy kota. Kalo tempetku ya e-coli karna Jarak toilet dan sumur gak dipikirin, BABS juga masih bnyak di pelosok sana Arbiarso Wijatmoko #BugarDaddy Arbiarso Wijatmoko #BugarDaddy @Arbiarso_W · Banyak yang belum tahu kalau air zaman sekarang tuh mengandung dihidrogen monoksida. Zat yang dipakai pada pencuci toilet. 2 2 2 259 259 259",avatarkontemporer avatarkontemporer  ga heran cemar air tanah tu parah daerah pinggir kaya tempetku ya walopun zat cuci toilet sih problem masy kota kalo tempetku ya ecoli karna jarak toilet sumur gak dipikirin babs bnyak pelosok arbiarso wijatmoko arbiarso wijatmoko w  air zaman tuh kandung hidrogen monoksida zat pakai cuci toilet,16-12-2024 10:38,https://x.com/goziafdoli1/status/1868500922135142500
46,Vangal,"Vangal Vangal @galsvanyas · @kenapaROY and and @master_rosh_ Efek Lingkungan
1. * Pencemaran  Tanah*: Sampah plastik tidak dapat diuraikan secara alami dan dapat mencemari tanah,  air  tanah, dan udara.
2. *Kerusakan Ekosistem*: Plastik dapat mengganggu habitat dan rantai makanan hewan
3. *Pengurangan Kesuburan Tanah 1 1 1 35 35 35",vangal vangal  and and rosh efek lingkung cemar tanah sampah plastik urai alami cari tanah air tanah udara rusa ekosistem plastik ganggu habitat rantai makan hewan kurang subur tanah,15-12-2024 11:16,https://x.com/galsvanyas/status/1868148211539652939
50,The_Nour,The_Nour The_Nour @nor_amira70068 · @TMPNews_ Ambil tindakan sewajarnya terhadap  pencemaran air  yang dilakukan 2 2 2,thenour thenour amira  ambil tindak wajar cemar air,12-12-2024 18:00,https://x.com/nor_amira70068/status/1867162521280639064
51,Bosman Batubara,"Bosman Batubara Bosman Batubara @AekMaguling · @ganjarpranowo tkasih pak. bagaimana dengan krisis sosial-ekologis pak, macam  pencemaran air  o logam berat y bisa jadi adalah salah satu penyebab IQ y rendah? di link berikut:  https:// 2 2 2 194 194 194",bosman batubara bosman batubara  tkasih krisis sosialekologis cemar air o logam berat y salah sebab iq y rendah link,12-12-2024 17:03,https://x.com/AekMaguling/status/1867148377072521510
52,UMNO Online,UMNO Online UMNO Online @umnoonline · Pencemaran Air  Tidak Berkesudahan… Pindaan Tambah Baik Akta Amat Bertepatan Pencemaran Air Tidak Berkesudahan… Pindaan Tambah Baik Akta Amat Bertepatan 1 1 1 2 2 2 230 230 230,umno online umno online  cemar air sudah pinda akta tepat cemar air sudah pinda akta tepat,12-12-2024 15:35,https://x.com/umnoonline/status/1867126153494086080
53,zie_zie,zie_zie zie_zie @Zizah_kerol · @TMPNews_ Kompaun syarikat ni dh buat  pencemaran air 8 8 8,ziezie ziezie rol  kompaun syarikat ni dh cemar air,12-12-2024 08:46,https://x.com/Zizah_kerol/status/1867023162720055523
54,BEM FH Unpad,"BEM FH Unpad BEM FH Unpad @BEMFHUNPAD · @BEMFHUNPAD pertanian,  pencemaran air , serta polusi udara yang berbahaya bagi kesehatan.

Oleh karena itu, Dengan menjaga dan melestarikan gunung, kita turut memastikan sumber daya alam yang berharga tetap dapat dinikmati oleh generasi mendatang. 

Selamat Hari Gunung Sedunia! 1 1 1 135 135 135",bem fh unpad bem fh unpad  tani cemar air polusi udara bahaya sehat jaga lestari gunung sumber daya alam harga nikmat generasi selamat gunung dunia,11-12-2024 17:26,https://x.com/BEMFHUNPAD/status/1866791616415207722
63,"IPAL BioSeven Septic tank, STP, WWTP, MBR + MBBR","IPAL BioSeven Septic tank, STP, WWTP, MBR + MBBR IPAL BioSeven Septic tank, STP, WWTP, MBR + MBBR @BioSevenOnline · Sudah 45 Hari  Pencemaran Air  di Tamansari Kota Tasikmalaya Berlarut -  http://  -  https:// #GoogleAlerts radartasik.id radartasik.id Sudah 45 Hari Pencemaran Air di Tamansari Kota Tasikmalaya Berlarut Sudah 45 Hari Pencemaran Air di Tamansari Kota Tasikmalaya Berlarut Pekan ini, sungai yang berada tepat di dekat kolam ikan dan sumur warga kembali menguning. Tidak hanya berubah warna, kali ini tampak serpihan-serpihan kecil berwarna putih dan mengkilap. Warga... Pekan ini, sungai yang berada tepat di dekat kolam ikan dan sumur warga kembali menguning. Tidak hanya berubah warna, kali ini tampak serpihan-serpihan kecil berwarna putih dan mengkilap. Warga... 10 10 10",ipal bioseven septic tank stp wwtp mbr mbbr ipal bioseven septic tank stp wwtp mbr mbbr  cemar air tamansari kota tasikmalaya larut radartasikid radartasikid cemar air tamansari kota tasikmalaya larut cemar air tamansari kota tasikmalaya larut pekan sungai kolam ikan sumur warga kuning ubah warna kali serpihanserpihan warna putih kilap warga pekan sungai kolam ikan sumur warga kuning ubah warna kali serpihanserpihan warna putih kilap warga,08-12-2024 09:58,https://x.com/BioSevenOnline/status/1865591710996398503
65,Malaysiakini (BM),Malaysiakini (BM) Malaysiakini (BM) @mkini_bm · Pencemaran Air : Selangor arah serbuan bersepadu ke atas kilang di Kuang Pencemaran air: Selangor arah serbuan bersepadu di Kuang 1 1 1 1 1 1 7 7 7 1.4K 1.4K 1.4K,malaysiakini bm malaysiakini bm bm  cemar air selangor arah serbu padu kilang kuang cemar air selangor arah serbu padu kuang k k k,06-12-2024 17:13,https://x.com/mkini_bm/status/1864976516888825885
66,BERNAMA RADIO,"BERNAMA RADIO BERNAMA RADIO @Bernama_Radio · Terdapat banyak faktor yang boleh membawa kepada keracunan makanan antaranya faktor kebersihan,  pencemaran air  dan makanan termasuk aspek penyediaan serta penyimpanan.
Ikuti  #TemuBualRadio  pukul 12.15 tengah hari nanti. 86 86 86",nama radio nama radio radio  faktor bawa racun makan faktor bersih cemar air makan aspek sedia simpan ikut,06-12-2024 09:16,https://x.com/Bernama_Radio/status/1864856505398550932
68,PT Aqua Jaya Sumber,"PT Aqua Jaya Sumber PT Aqua Jaya Sumber @AquaJayaSumber · Limbah cair kelapa sawit yang tidak dikelola dengan baik dapat menimbulkan berbagai dampak serius terhadap lingkungan. Salah satu dampaknya adalah  pencemaran air , di mana kandungan bahan organik dan senyawa kimia berbahaya dalam limbah dapat mencemari sungai dan sumber  air , Show more 35 35 35",pt aqua jaya sumber pt aqua jaya sumber  limbah cair kelapa sawit kelola timbul dampak serius lingkung salah dampak cemar air kandung bahan organik senyawa kimia bahaya limbah cari sungai sumber air show more,04-12-2024 12:23,https://x.com/AquaJayaSumber/status/1864178602943959096
70,Le charle,"Le charle Le charle @charlessiahaan · Samsun Ingatkan  Pencemaran Air  Sungai Akibat Eksploitasi Batu Bara Semakin Parah 1bangsa.id 1bangsa.id Samsun Ingatkan Pencemaran Air Sungai Akibat Eksploitasi Batu Bara Semakin Parah Samsun Ingatkan Pencemaran Air Sungai Akibat Eksploitasi Batu Bara Semakin Parah SAMARINDA - Anggota DPRD Kaltim dari Fraksi PDI Perjuangan, Muhammad Samsun, mengingatkan masalah pencemaran air sungai yang menurutnya sudah kian parah di wilayah Benua Etam.Salah satu penyebab... SAMARINDA - Anggota DPRD Kaltim dari Fraksi PDI Perjuangan, Muhammad Samsun, mengingatkan masalah pencemaran air sungai yang menurutnya sudah kian parah di wilayah Benua Etam.Salah satu penyebab... 21 21 21",le charle le charle  samsun ingat cemar air sungai akibat eksploitasi batu bara parah bangsaid bangsaid samsun ingat cemar air sungai akibat eksploitasi batu bara parah samsun ingat cemar air sungai akibat eksploitasi batu bara parah samarinda anggota dprd kaltim fraksi pdi juang muhammad samsun cemar air sungai turut kian parah wilayah benua etamsalah sebab samarinda anggota dprd kaltim fraksi pdi juang muhammad samsun cemar air sungai turut kian parah wilayah benua etamsalah sebab,04-12-2024 12:00,https://x.com/charlessiahaan/status/1864172894571646985
71,markeu,"markeu markeu @onyourcanadian · Perencanaan program, Uji normalitas, uji dependen & independen, metode pemberdayaan, farmakologi, sistem2 kesehatan apalah itu,  pencemaran air , pestisida, kehamilan,kelahiran,nifas, gizi bayi, indikator KIA, PONED & PONEK, EPM beberapa penyakit, proposal PKM, penelitian kuali,dll  https:// /H4KARE/status/1863802303305969962 … This post is unavailable. 1 1 1 63 63 63",markeu markeu  rencana program uji normalitas uji dependen independen metode daya farmakologi sistem sehat apa cemar air pestisida kehamilankelahirannifas gizi bayi indikator kia poned ponek epm sakit proposal pkm teliti kualidll hkarestatus  this post is unavailable,03-12-2024 23:13,https://x.com/onyourcanadian/status/1863980001865183328
75,"IPAL BioSeven Septic tank, STP, WWTP, MBR + MBBR","IPAL BioSeven Septic tank, STP, WWTP, MBR + MBBR IPAL BioSeven Septic tank, STP, WWTP, MBR + MBBR @BioSevenOnline · Soal  Pencemaran Air  di Tamansari, Pemkot Tasikmalaya Diduga Abai -  http://  -  https:// #GoogleAlerts Soal Pencemaran Air di Tamansari, Pemkot Tasikmalaya Diduga Abai 9 9 9",ipal bioseven septic tank stp wwtp mbr mbbr ipal bioseven septic tank stp wwtp mbr mbbr  cemar air tamansari pemkot tasikmalaya duga abai cemar air tamansari pemkot tasikmalaya duga abai,03-12-2024 15:56,https://x.com/BioSevenOnline/status/1863869806107357333
77,"IPAL BioSeven Septic tank, STP, WWTP, MBR + MBBR","IPAL BioSeven Septic tank, STP, WWTP, MBR + MBBR IPAL BioSeven Septic tank, STP, WWTP, MBR + MBBR @BioSevenOnline · Soal  Pencemaran Air  di Tamansari, Pemkot Tasikmalaya Diduga Abai -  http://  -  https:// #GoogleAlerts Soal Pencemaran Air di Tamansari, Pemkot Tasikmalaya Diduga Abai 10 10 10",ipal bioseven septic tank stp wwtp mbr mbbr ipal bioseven septic tank stp wwtp mbr mbbr  cemar air tamansari pemkot tasikmalaya duga abai cemar air tamansari pemkot tasikmalaya duga abai,03-12-2024 13:32,https://x.com/BioSevenOnline/status/1863833768043373034
78,DarmawanMutt,"DarmawanMutt DarmawanMutt @darmaaMutt · Rabu, 2 Oktober 2024
Darmawan Muttaqin, luhkan Kab. Rembang
Rapat tentang perizinan dan  pencemaran air  sugai #luhlapor #PKBLU_bp3tegal #GiatLuhkanSatmingkalTegal 13 13 13",darmawanmutt darmawanmutt  rabu oktober darmawan muttaqin luhkan kab rembang rapat izin cemar air sugai bptegal,30-11-2024 01:32,https://x.com/darmaaMutt/status/1862565295388598641
82,dislutkan kalteng,dislutkan kalteng dislutkan kalteng @DLutkanKalteng · Salah satu ancaman terbesar terhadap elangsungan hidup ikan adalah  pencemaran air . Apa aja penyebab  pencemaran air . Yuk kita simak videografis berikut ini. Semoga bermanfaat... #kaltengmakinberkah #kaltengberakhlak #dislutkankalteng #ppidkalteng #ppiddislutkankalteng #kkp 1:05 1:05 116 116 116,dislutkan kalteng dislutkan kalteng  salah ancam besar elangsungan hidup ikan cemar air aja sebab cemar air yuk simak videografis moga manfaat,28-11-2024 12:27,https://x.com/DLutkanKalteng/status/1862005271872368690
85,dislutkan kalteng,dislutkan kalteng dislutkan kalteng @DLutkanKalteng · Salah satu ancaman terbesar terhadap kelangsungan hidup ikan adalah  pencemaran air . Apa  aja penyebab  pencemaran air .  Yuk kita simak  infografis berikut ini. Semoga bermanfaat... #kaltengmakinberkah #kaltengberakhlak #dislutkankalteng #ppidkalteng #ppiddislutkankalteng #kkp 1 1 1 143 143 143,dislutkan kalteng dislutkan kalteng  salah ancam besar langsung hidup ikan cemar air aja sebab cemar air yuk simak infografis moga manfaat,28-11-2024 07:58,https://x.com/DLutkanKalteng/status/1861937604029186509
87,Asta Ebrahim,"Asta Ebrahim Asta Ebrahim @jellypastaa · @jellypastaa apasi eutrofikasi itu?

eutrofikasi adalah  pencemaran air  akibat meningkatnya nutrisi seperti nitrogen dan fosfor di perairan.

hal ini memicu pertumbuhan alga dan tanaman  air  berlebih, yang menurunkan kadar oksigen dalam  air . 1 1 1 7 7 7 125 125 125 7.7K 7.7K 7.7K",asta ebrahim asta ebrahim  apas eutrofikasi eutrofikasi cemar air akibat tingkat nutrisi nitrogen fosfor air picu tumbuh alga tanam air lebih turun kadar oksigen air k k k,25-11-2024 13:49,https://x.com/jellypastaa/status/1860938915026444798
90,aragiru.kt,"aragiru.kt aragiru.kt @aragiru_ · List kekurengan masyarakat indon yang baru disadari skrg2:
- Kelistrikan rumah gak pake proper grounding
- Pengolahan sampah gak proper
- Saluran sanitasi rumah ternyata gak proper juga penyebab  pencemaran air 1 1 1 3 3 3 72 72 72",aragirukt aragirukt  list reng masyarakat indon sadar skrg listrik rumah gak pake proper grounding olah sampah gak proper salur sanitasi rumah gak proper sebab cemar air,23-11-2024 11:23,https://x.com/aragiru_/status/1860177383808204805
94,Pemerintah Kota Bogor,"Pemerintah Kota Bogor Pemerintah Kota Bogor @PemkotaBogor · Program Kali Bersih, Inisiatif Pengendalian  Pencemaran Air  Sungai  https:// #pemkotbogor #welovebogor #bogohkabogor #bogorberlari Humas Jabar Humas Jabar 138 138 138",perintah kota bogor perintah kota bogor  program kali bersih inisiatif kendali cemar air sungai humas jabar humas jabar,22-11-2024 13:22,https://x.com/PemkotaBogor/status/1859845010616877229
95,Trend Asia,"Trend Asia Trend Asia @TrendAsia_Org · @TrendAsia_Org Contoh di Indonesia: Grup Bank Dunia terlibat dalam pembiayaan proyek PLTU ‘captive’, proyek pembangkit batubara untuk kebutuhan industri, di Pulau Obi. Proyek ini mengancam lingkungan di Pulau Obi—kerusakan ekosistem laut,  pencemaran  sumber daya  air , hingga polusi udara yang Show more Mongabay Indonesia Mongabay Indonesia 1 1 1 144 144 144",trend asia trend asia org  org contoh indonesia grup bank dunia libat biaya proyek pltu  captive  proyek bangkit batubara butuh industri pulau obi proyek ancam lingkung pulau obi rusa ekosistem laut cemar sumber daya air polusi udara show more mongabay indonesia mongabay indonesia,21-11-2024 20:10,https://x.com/TrendAsia_Org/status/1859585297039884349
96,RS Pengayoman Cipinang,"RS Pengayoman Cipinang RS Pengayoman Cipinang @RsuPengayoman_ · RSU Pengayoman Cipinang Ikuti Pembinaan Persetujuan Teknis Bidang Pengendalian  Pencemaran Air  dan Udara di Wilayah Kota Administrasi Jakarta Timur

Jakarta, 21 November 2022

-HumasRSUPC- #kemenkumhamri #kemenimipas #ditjenpas #kanwilkumhamdki #Pemasyarakatan 16 16 16",rs ayom cipinang rs ayom cipinang  rsu ayom cipinang ikut bina tuju teknis bidang kendali cemar air udara wilayah kota administrasi jakarta timur jakarta november humasrsupc,21-11-2024 10:53,https://x.com/RsuPengayoman_/status/1859445072477159914
97,Parti Amanah Negara,"Parti Amanah Negara Parti Amanah Negara @PartiAmanah · Kerajaan Negeri melalui Lembaga Urus  Air  Selangor(LUAS) dan Pengurusan  Air  Selangor telah mengguna pakai teknologi terkini dalam mengesan  pencemaran air  mentah melalui pemantauan dengan menggunakan River Monitoring Station(RMS).

Seterusnya.. SELANGOR GUNA TEKNOLOGI TERKINI,AI KESAN PENCEMARAN AIR SUNGAI – IR. IZHAM | SelangorToday 1 1 1 6 6 6 309 309 309",parti amanah negara parti amanah negara  raja negeri lembaga urus air selangorluas urus air selangor guna pakai teknologi kini es cemar air mentah pantau river monitoring stationrms selangor teknologi kiai kesan cemar air sungai  ir izham selangortoday,20-11-2024 20:42,https://x.com/PartiAmanah/status/1859230895540236525
